N;M;Output
100000;1024;106110
100000;1024;101557
100000;1024;102156
100000;1024;100746
100000;1024;93318
100000;1024;99574
100000;1024;101053
100000;1024;98171
100000;1024;99035
100000;1024;99402
100000;1024;102735
100000;1024;101059
100000;1024;103450
100000;1024;100984
100000;1024;102529
100000;1024;96766
100000;1024;104425
100000;1024;104162
100000;1024;102093
100000;1024;101259
100000;1024;96418
100000;1024;105980
100000;1024;94060
100000;1024;99872
100000;1024;100591
100000;1024;105295
100000;1024;99669
100000;1024;101795
100000;1024;94990
100000;1024;99824
100000;1024;99276
100000;1024;97820
100000;1024;99420
100000;1024;97755
100000;1024;107363
100000;1024;101541
100000;1024;100674
100000;1024;98775
100000;1024;102493
100000;1024;103709
100000;1024;98971
100000;1024;105159
100000;1024;97410
100000;1024;101084
100000;1024;100211
100000;1024;94838
100000;1024;103883
100000;1024;105874
100000;1024;101701
100000;1024;100404
100000;1024;102383
100000;1024;96903
100000;1024;98133
100000;1024;96740
100000;1024;96835
100000;1024;101800
100000;1024;97295
100000;1024;96656
100000;1024;103122
100000;1024;95079
100000;1024;107707
100000;1024;96404
100000;1024;98944
100000;1024;99834
100000;1024;101053
100000;1024;105065
100000;1024;105372
100000;1024;96624
100000;1024;104571
100000;1024;99786
100000;1024;95867
100000;1024;106929
100000;1024;99950
100000;1024;104897
100000;1024;99095
100000;1024;94445
100000;1024;96665
100000;1024;97381
100000;1024;102796
100000;1024;99013
100000;1024;100837
100000;1024;101841
100000;1024;96536
100000;1024;100595
100000;1024;97796
100000;1024;104495
100000;1024;99310
100000;1024;99825
100000;1024;94928
100000;1024;99749
100000;1024;96489
100000;1024;99181
100000;1024;96730
100000;1024;103724
100000;1024;94795
100000;1024;99012
100000;1024;102796
100000;1024;101787
100000;1024;98637
100000;1024;105709
100000;1024;98361
100000;1024;100126
100000;1024;97622
100000;1024;101810
100000;1024;102547
100000;1024;99240
100000;1024;96612
100000;1024;96826
100000;1024;98223
100000;1024;98567
100000;1024;100374
100000;1024;100401
100000;1024;98086
100000;1024;102371
100000;1024;100403
100000;1024;104222
100000;1024;100065
100000;1024;97442
100000;1024;95873
100000;1024;97147
100000;1024;104070
100000;1024;97836
100000;1024;95773
100000;1024;104353
100000;1024;101294
100000;1024;97131
100000;1024;97887
100000;1024;103089
100000;1024;95499
